,OverallQual,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,1stFlrSF,YearRemodAdd,GarageYrBlt,KitchenQual,SalePrice
1401,6,1593,2004,398,839,864,2004,2004,TA,193000
1402,7,1294,2006,662,1286,1294,2006,2006,Gd,193879
1403,8,1464,2007,754,1485,1464,2007,2007,Gd,282922
1404,3,1214,1915,936,672,694,1950,1998,TA,105000
1405,8,1646,2004,482,1594,1646,2005,2004,Gd,275000
1406,5,768,1972,396,768,768,2007,1988,TA,133000
1407,5,833,1985,0,833,833,1985,1980,TA,112000
1408,4,1363,1910,528,622,741,1950,1966,TA,125500
1409,7,2093,1986,542,791,1236,1991,1986,TA,215000
1410,7,1840,2001,622,944,944,2001,2001,Gd,230000
1411,6,1668,1950,271,856,1112,2005,1950,TA,140000
1412,4,1040,1949,420,0,1040,1950,1956,TA,90000
1413,8,1844,2005,620,1844,1844,2006,2005,Gd,257000
1414,6,1848,1923,370,833,1053,2000,1922,Gd,207000
1415,7,1569,2007,660,1386,1569,2007,2007,Gd,175900
1416,4,2290,1885,560,777,1246,1950,1971,TA,122500
1417,8,2450,1998,1069,1284,1310,1998,1998,Gd,340000
1418,5,1144,1963,336,1144,1144,1963,1962,TA,124000
1419,6,1844,1969,540,1844,1844,1969,1969,Gd,223000
1420,6,1416,1968,776,708,708,1968,1968,TA,179900
1421,6,1069,1977,440,1069,1069,1977,1977,TA,127500
1422,6,848,2003,420,848,848,2003,2003,Gd,136500
1423,6,2201,1966,432,697,1575,1966,1966,Gd,274970
1424,5,1344,1958,484,1024,1344,1983,1970,TA,144000
1425,6,1252,1959,528,1252,1252,1959,1960,Gd,142000
1426,7,2127,1994,525,1223,1223,1994,1994,Gd,271000
1427,5,1558,1945,288,913,1048,1950,1962,TA,140000
1428,5,804,1940,240,788,804,1992,1940,Gd,119000
1429,6,1440,1981,467,1440,1440,1981,1981,Gd,182900
1430,5,1838,2005,372,732,734,2005,2005,TA,192140
1431,6,958,1976,440,958,958,1976,1976,TA,143750
1432,4,968,1927,216,656,968,2007,1928,TA,64500
1433,6,1792,2000,451,936,962,2000,2000,TA,186500
1434,5,1126,1977,484,1126,1126,1977,1977,TA,160000
1435,6,1537,1962,462,1319,1537,2005,1962,Gd,174000
1436,4,864,1971,528,864,864,1971,1974,TA,120500
1437,8,1932,2008,774,1932,1932,2008,2008,Ex,394617
1438,6,1236,1957,923,912,1236,1996,1957,TA,149700
1439,7,1725,1979,550,539,1040,1979,1979,TA,197000
1440,6,2555,1922,672,588,1423,1994,1993,TA,191000
1441,6,848,2004,420,848,848,2004,2004,Gd,149300
1442,10,2007,2008,812,1017,1026,2008,2008,Ex,310000
1443,6,952,1916,192,952,952,1950,1916,Fa,121000
1444,7,1422,2004,626,1422,1422,2004,2004,Gd,179600
1445,6,913,1966,240,814,913,1966,1990,TA,129000
1446,5,1188,1962,312,1188,1188,1962,1962,TA,157900
1447,8,2090,1995,556,1220,1220,1996,1995,Gd,240000
1448,4,1346,1910,384,560,796,2000,1950,TA,112000
1449,5,630,1970,0,630,630,1970,1980,Ex,92000
1450,5,1792,1974,0,896,896,1974,1980,TA,136000
1451,8,1578,2008,840,1573,1578,2009,2008,Ex,287090
1452,5,1072,2005,525,547,1072,2005,2005,TA,145000
1453,5,1140,2006,0,1140,1140,2006,1980,TA,84500
1454,7,1221,2004,400,1221,1221,2005,2004,Gd,185000
1455,6,1647,1999,460,953,953,2000,1999,TA,175000
1456,6,2073,1978,500,1542,2073,1988,1978,TA,210000
1457,7,2340,1941,252,1152,1188,2006,1941,Gd,266500
1458,5,1078,1950,240,1078,1078,1996,1950,Gd,142125
1459,5,1256,1965,276,1256,1256,1965,1965,TA,147500
